timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-13T21:12:11,codecarbon,c5648656-703f-45ad-a698-e0517305cd69,0.5697448253631592,6.346432854053887e-09,1.113907941157452e-08,14.0,0.0,2.92064380645752,2.21567432085673e-06,0,4.540140014766318e-07,2.669688322333362e-06,Canada,CAN,quebec,,,Windows-11-10.0.22631-SP0,3.12.2,2.3.4,4,11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,,,-71.2,46.8,7.788383483886719,machine,N,1.0
